timestamp,R_99
1579369906,47.42
1579369907,97.52
1579369908,89.65
1579369909,96.4
1579369910,89.52
1579369911,106.56
1579369912,195.04
1579369913,156.11
1579369914,74.19
1579369915,93.98
1579369916,74.84
1579369917,74.91
1579369918,97.39
1579369919,100.53
1579369920,84.28
1579369921,108.4
1579369922,71.76
1579369923,89.98
1579369924,89.46
1579369925,73.2
1579369926,73.79
1579369927,72.48
1579369928,118.95
1579369929,127.99
1579369930,71.89
1579369931,102.76
1579369932,95.94
1579369933,86.9
1579369934,76.28
1579369935,81.07
1579369936,92.47
1579369937,112.98
1579369938,83.23
1579369939,67.96
1579369940,66.42
1579369941,75.83
1579369942,100.73
1579369943,75.76
1579369944,83.23
1579369945,79.1
1579369946,92.86
1579369947,72.09
1579369948,114.36
1579369949,76.22
1579369950,75.43
